"loss","RandomValue","id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f13","f778"
3,0.19,83590,129,4,0.24,1800,4,8563,8760,2383,128.25,128.73,6,54
9,0.84,42125,166,9,0.28,5300,10,11933,4175,171,160.18,165.37,9,31
8,0.75,11896,131,9,0.74,3100,4,77826,2642,1557,129.38,131.08,9,47
8,0.86,19865,117,9,0.17,1100,4,9836,1039,1033,121.51,117.68,10,93
7,0.73,10150,131,8,0.60,3500,7,510,7336,1249,132.43,131.37,9,37
4,0.50,2837,126,10,0.57,2200,4,12780,6900,902,125.19,126.04,15,104
6,0.23,50898,161,8,0.82,4700,4,78520,1377,335,161.62,161.23,18,26
3,0.40,4266,128,8,0.44,1300,7,78935,7252,3176,129.10,128.45,6,49
4,0.49,96958,125,8,0.85,1100,4,8141,794,1388,123.57,124.63,6,1212
1,0.31,47244,128,7,2.349779e-03,1800,16,2456,2621,561,129.21,128.37,10,393
2,0.76,83444,134,8,0.38,2200,3,81149,2758,4140,128.74,132.89,9,3
3,0.09,19233,139,8,0.53,4500,3,79578,189,3912,140.64,139.69,7,4
23,0.76,38527,154,2,0.71,4400,4,12612,2381,4958,154.75,154.18,10,12
2,0.74,1802,154,8,0.83,3500,4,76849,167,8,150.56,153.40,11,84
1,0.09,48457,152,9,0.40,4300,4,83151,7713,314,151.20,151.70,13,73
3,0.56,1044,122,9,0.75,1100,3,75464,410,5795,118.28,120.77,10,23
8,0.22,5915,138,9,0.42,1500,4,7399,7124,1006,133.67,137.43,15,52
6,0.01,33570,111,8,0.96,1800,7,8417,7282,5329,118.80,112.52,10,46
22,0.54,78015,120,10,0.75,2300,4,2496,145,1810,122.93,120.72,10,40
6,0.64,84034,153,8,0.45,5400,1,11563,3092,1756,155.82,154.03,11,83
2,0.92,21833,124,8,0.81,1300,7,3793,6963,10029,125.00,124.20,8,52
1,0.32,84210,126,3,0.47,1600,4,79202,6596,4373,127.25,126.30,10,23
1,0.61,36001,121,10,0.50,2200,17,84416,436,2089,122.43,120.88,10,1083
13,0.66,86050,115,9,0.05,1500,4,76831,4074,866,121.15,116.22,12,37
1,0.45,18031,138,10,0.59,1300,16,83746,4068,5966,135.28,137.48,13,394
6,0.20,7880,126,8,0.51,1300,3,82231,1546,3334,126.77,126.20,10,80
1,0.79,14034,121,9,0.34,1100,4,14629,3301,1484,124.25,121.77,9,13
9,0.94,87492,132,9,0.58,1100,4,76878,2425,1853,128.25,131.22,9,54
5,0.43,26592,123,8,0.92,2200,16,78920,306,3369,125.10,123.26,7,393
2,0.13,91716,120,6,0.31,1300,4,83554,1646,646,123.25,120.85,10,52
5,0.66,91983,129,10,0.51,1300,4,11255,4668,1421,130.80,129.36,10,93
7,0.55,93248,129,7,0.37,1500,3,75019,252,379,128.00,128.62,11,30
7,0.16,85129,129,10,0.51,2700,4,77826,4043,679,128.57,128.91,9,49
14,0.48,84477,142,8,0.92,3600,4,79437,851,999,143.19,142.29,8,41
5,0.21,11736,155,8,0.22,5100,7,75930,135,3285,154.10,155.10,9,101
1,0.36,103854,129,7,0.56,1300,3,79202,6936,4531,122.79,127.66,7,40
4,0.63,70515,156,8,0.09,3600,3,12290,212,5929,154.29,155.12,11,39
7,0.62,96297,126,9,0.32,1800,7,83607,5168,1542,127.19,126.22,8,46
4,0.40,55135,147,9,0.46,4400,13,10590,5101,3671,146.06,146.71,11,57
1,0.26,49150,125,10,0.22,1100,16,76973,9059,1320,122.63,124.39,11,513
4,0.70,96389,112,9,0.04,1300,3,75506,2172,11272,116.25,112.48,6,31
12,0.29,91370,119,6,0.28,1100,4,9068,2110,1482,117.63,118.31,16,37
2,0.02,47800,125,9,0.75,1800,16,13008,4108,789,125.89,125.21,10,393
18,0.74,62317,156,9,0.25,3700,13,82630,75,879,155.39,156.30,8,14
7,0.53,62710,154,8,0.32,5300,13,7891,2199,1787,158.86,155.15,8,31
1,0.30,24993,126,9,0.62,1800,4,79202,5950,4093,126.88,126.36,8,54
2,0.75,65442,129,10,0.70,1500,16,83554,2053,505,130.43,129.93,11,393
21,0.56,74558,147,9,0.32,3600,3,14044,87,1351,152.33,147.93,13,87
37,0.32,32411,120,8,0.09,1300,7,85793,5501,1761,122.18,120.15,15,52
4,0.37,57191,139,9,0.82,3500,10,81227,268,211,142.33,139.81,6,87
13,0.47,33409,157,8,0.50,5000,3,78238,135,60,155.13,156.51,10,27
3,0.87,103906,128,6,0.58,2300,4,387,5261,2363,127.47,127.28,17,107
14,0.24,74749,117,8,0.77,1300,4,9836,7225,1279,121.72,118.23,12,93
4,0.29,71461,162,6,0.51,3700,3,14447,5073,3831,155.75,160.55,7,11
5,0.87,10957,152,9,0.51,3500,2,80502,444,1550,153.78,152.54,14,84
4,0.40,72614,120,9,0.37,2200,3,14234,115,5813,123.81,120.90,10,46
1,0.66,89373,125,9,0.76,1800,4,11255,3774,4934,125.72,125.26,10,85
4,0.31,7622,160,10,0.45,2800,3,83442,293,683,139.50,155.73,13,85
10,0.29,55610,121,8,0.60,1600,16,87630,6,2942,119.35,120.37,7,513
2,9.15837287902832e-03,3942,123,9,0.74,2600,7,78920,5512,114,123.45,123.25,9,93
2,0.55,70346,149,8,0.98,3500,2,79437,813,963,149.70,149.00,5,8
26,0.77,92323,124,10,0.67,1300,3,85981,894,365,120.68,123.22,9,10
1,0.73,76138,160,8,0.44,5000,2,77462,8057,3885,157.72,159.49,15,84
6,0.43,6702,139,9,0.30,1300,3,3793,6715,9632,131.47,137.65,17,12
4,0.25,79379,134,9,0.61,1500,4,79244,137,966,131.91,133.84,11,52
2,0.01,59762,120,9,0.94,1800,16,83554,1447,486,122.75,120.83,5,1079
14,0.26,36671,124,2,0.77,1500,4,79244,7035,9313,124.04,124.00,15,38
7,0.33,53869,115,10,0.21,1500,16,12780,7536,10627,118.54,115.51,9,393
1,0.36,102785,152,9,0.43,3600,4,13380,3754,2451,152.00,152.00,10,67
2,0.50,97350,122,9,0.79,2600,16,85793,799,3346,119.40,121.40,8,393
12,0.54,13553,129,8,0.95,1100,4,82227,1223,597,123.32,127.52,6,15
3,0.51,79142,152,8,0.16,3700,3,76635,3462,2187,151.57,152.01,10,14
22,0.01,89486,124,3,0.16,1300,4,393,4425,3840,125.00,124.20,22,2
3,0.22,64788,154,8,0.10,3600,3,6075,3560,3687,151.01,153.28,7,37
5,0.67,64324,125,10,0.44,2200,16,83607,2811,1374,128.13,125.41,13,1079
24,0.49,11941,126,9,0.34,1800,4,76973,8422,2234,124.66,125.72,7,85
8,0.23,27957,120,6,0.20,1800,7,13689,7031,3386,120.75,119.55,16,15
9,0.32,93929,133,9,0.53,1500,4,76831,2064,3199,128.88,131.97,12,10
1,0.27,100793,150,9,0.52,2200,4,76966,147,414,146.44,149.68,15,46
13,0.21,93161,131,2,0.75,2600,4,2494,7111,3286,127.29,130.21,8,23
5,0.75,86897,162,10,0.45,1300,4,79371,344,13,144.80,158.86,15,22
8,0.01,55472,131,10,0.61,1900,16,82449,6563,861,129.44,131.03,12,513
5,0.81,86748,163,8,0.99,5700,3,78802,2790,1475,162.54,162.76,9,61
14,0.09,70426,148,6,0.61,4400,4,82134,1796,5925,152.75,148.91,11,23
2,0.85,12626,110,9,0.27,2200,4,6901,2030,48,115.93,111.17,7,30
16,0.66,10989,159,4,0.14,7200,4,82823,3329,751,156.63,159.05,16,84
2,0.17,99192,133,9,0.44,2000,4,80421,6844,3905,130.00,132.70,7,54
10,0.29,99666,126,8,0.96,1800,4,7458,228,6628,128.00,126.48,15,80
3,0.67,102347,139,10,0.43,1800,7,75464,4497,6679,134.11,138.00,9,22
16,0.26,37089,164,7,0.69,5300,4,9636,1346,142,161.20,163.68,8,28
2,0.49,64886,163,8,0.76,4500,4,2746,2960,402,160.58,162.51,9,84
100,0.19,89169,110,6,0.99,2600,4,82605,7060,6814,118.47,111.68,19,2
16,0.56,55543,117,10,0.01,1500,16,13008,3803,821,118.50,117.30,7,393
4,7.51388072967529e-03,56380,160,8,0.16,5400,13,79754,469,213,155.20,158.74,14,73
4,0.25,102289,128,8,0.85,3600,4,84020,8412,9018,120.95,126.41,6,6
4,0.22,47126,152,8,0.42,4500,4,85130,443,344,157.28,153.65,6,30
8,0.86,83549,129,8,0.63,1800,4,842,1561,9711,128.80,129.10,8,37
4,0.20,33732,157,10,0.26,1100,4,82231,214,599,138.96,153.07,14,10
3,0.56,91492,126,7,0.69,1100,4,78223,1458,2787,124.79,125.52,7,13
17,0.80,61480,119,10,0.56,2100,16,78920,18,1858,119.03,118.79,12,513
2,0.83,68290,130,8,0.61,1800,16,1078,7969,3388,128.50,129.54,4,394
5,0.43,33516,145,8,0.44,3600,2,75930,2256,1358,151.19,146.30,12,26
5,0.78,53192,122,10,0.60,1500,16,76973,3792,312,125.76,122.20,12,393
8,0.67,23389,145,8,0.07,4200,10,2747,334,16,147.82,145.05,9,67
10,0.82,50794,126,10,0.85,1100,16,76973,6171,394,125.49,126.00,10,394
5,0.89,16265,152,7,0.93,3600,3,81447,940,2131,153.00,152.20,11,67
37,0.35,10874,121,10,0.70,1800,4,7818,100,3636,120.98,121.13,15,52
5,0.38,60069,129,10,0.42,3600,16,80421,9347,2005,130.94,129.43,11,513
5,0.77,45195,156,10,0.12,1800,16,13641,317,1570,139.69,152.77,13,394
43,0.09,9213,119,9,0.08,1300,4,81149,317,2609,123.41,119.97,9,47
5,0.82,65110,151,9,0.64,5700,4,10590,585,985,151.01,150.68,6,8
7,0.03,87309,152,9,0.50,4100,1,78365,556,310,153.00,152.67,14,20
13,0.90,97330,128,10,0.22,1100,16,78252,561,6961,133.40,129.41,10,393
5,0.70,40788,130,9,0.69,1800,16,79202,6260,10501,125.16,128.88,12,1079
3,0.23,165,126,10,0.72,1900,16,2496,6858,1528,125.19,126.03,13,513
3,0.33,90279,120,9,0.48,1800,4,9290,569,2230,122.00,120.24,13,12
1,0.65,65582,171,9,0.94,6500,4,76136,292,58,166.70,170.05,20,12
9,0.72,6854,123,7,3.564359e-03,3600,4,2496,6935,2896,121.49,121.90,8,107
3,0.65,52002,124,10,0.66,1300,16,82122,955,3743,124.31,124.12,12,1083
1,0.86,98750,126,8,0.84,2200,3,76872,7009,2679,126.85,126.61,5,6
2,0.88,84637,114,9,0.26,2200,4,13026,7880,1629,122.28,115.57,7,30
3,0.84,44272,160,8,0.84,4400,10,14392,4867,89,158.72,159.81,10,90
1,0.06,80754,138,10,0.63,1800,4,13689,6546,6797,136.49,138.09,12,30
2,0.54,100877,137,9,0.14,1300,4,80198,3906,190,131.89,135.88,7,104
10,0.36,87365,162,9,0.82,4500,3,80888,616,2251,158.63,161.63,14,84
34,0.12,14740,129,10,0.99,1300,4,14234,3166,900,129.00,129.00,4,7
2,0.37,49684,159,7,0.25,5300,10,76635,3191,4068,156.88,158.84,9,36
6,0.45,13902,125,6,0.73,2600,10,13699,6081,2120,127.72,125.54,12,107
12,0.41,10144,115,6,0.72,1800,7,14025,3631,2469,118.40,115.35,10,37
3,0.84,67512,160,7,0.69,4000,4,13937,1303,229,158.68,160.09,7,20
2,0.76,19616,148,9,0.50,2200,4,2496,1,2893,136.07,145.78,15,36
7,0.81,70866,130,9,0.15,1800,4,13689,7546,2728,126.63,129.40,6,104
9,0.93,102225,159,8,0.82,5900,3,80042,772,353,157.42,158.71,13,39
14,0.68,72521,159,8,0.63,5600,4,12612,271,5447,158.32,158.70,5,90
2,0.30,57892,152,7,0.22,4400,10,78572,1984,2044,154.60,152.56,5,3
25,0.28,20709,119,10,0.73,2600,4,13700,4787,895,119.75,119.01,13,7
1,0.54,53264,126,10,0.10,2100,16,79371,39,19,124.76,125.40,13,513
3,0.08,4668,156,10,0.56,3500,4,83520,3336,242,156.00,156.40,14,87
10,0.72,54600,164,2,0.27,4300,7,80502,3921,1947,163.92,164.15,18,2
4,0.43,62974,157,8,0.48,5400,4,78905,47,14,157.00,157.03,8,54
5,0.05,18372,162,8,0.98,5400,3,13878,5134,336,152.69,159.60,11,41
3,0.88,44654,120,9,0.65,1300,16,11699,165,3851,121.44,119.97,11,513
14,0.55,13625,120,8,0.85,1300,4,83607,8449,977,120.25,120.06,11,40
2,0.55,105090,163,7,0.77,4400,3,14002,1961,3591,158.79,161.96,4,35
7,0.20,23353,152,9,0.87,4400,1,80135,2445,5961,155.99,153.26,18,20
1,0.23,27111,124,9,0.37,1500,10,2496,7177,1700,124.00,124.00,9,31
24,0.38,54814,121,8,0.85,1300,17,3793,1005,417,123.02,121.10,8,1079
2,0.63,68557,125,9,0.57,1300,3,8141,3957,8364,127.00,125.40,10,10
24,0.54,4192,129,10,0.17,2600,16,13689,103,1472,130.75,129.71,9,1079
1,0.74,99731,135,8,0.68,4500,2,75523,365,5961,146.91,137.70,10,4
11,0.49,32394,117,9,0.87,2200,4,13008,72,365,122.47,118.01,13,52
2,0.64,74227,154,10,0.38,1300,16,14448,37,3880,138.42,150.52,13,513
12,0.71,86582,127,8,0.25,1100,4,76957,4062,3921,125.21,126.81,9,13
6,0.83,74834,160,8,0.63,3600,4,80656,1148,725,156.03,159.29,6,83
7,0.66,19647,117,4,0.47,2600,4,2456,5319,1046,123.91,118.34,10,36
2,0.07,6936,152,8,0.73,4300,4,169,2915,3769,153.91,152.45,9,35
4,0.85,16935,122,9,0.69,1100,3,85793,5776,5897,127.73,123.33,11,54
30,0.40,33305,145,8,0.24,4400,3,80502,1495,5,147.55,145.67,11,20
3,0.25,81595,122,10,0.89,2600,4,78920,5239,6807,127.23,123.17,13,7
5,0.65,145,128,8,0.18,2600,4,8563,5498,4264,128.50,128.10,7,93
4,0.30,4708,136,6,0.22,2200,4,79582,4571,2568,132.06,135.36,10,17
13,0.72,69508,123,9,0.08,2200,4,13700,4904,712,126.25,123.61,8,93
3,0.52,11872,114,9,0.80,1800,4,79371,1999,5108,120.32,115.58,11,47
10,0.39,59147,153,10,0.12,2700,17,85280,21,672,146.82,151.91,11,513
7,0.58,84350,128,7,0.21,1500,4,75464,4359,6421,127.25,127.97,10,107
2,0.55,48827,124,9,0.17,2600,16,12780,7690,3682,124.67,124.05,7,394
11,0.24,48283,118,8,0.68,1500,16,2572,6397,8190,120.65,118.45,10,394
2,0.87,68534,152,8,0.69,5200,3,10471,516,190,152.00,152.00,5,14
5,0.58,55530,133,10,0.21,3600,16,2747,1016,4162,131.90,132.95,10,513
1,0.57,9637,122,10,0.99,2200,4,78935,3568,1453,123.40,121.90,6,7
2,0.45,39344,128,10,0.79,1500,16,78920,6430,537,128.07,128.14,11,1079
6,0.69,35839,145,9,0.57,3600,2,78238,1619,3166,145.00,145.00,14,87
3,0.98,21699,126,7,0.48,3100,4,78920,6949,3318,126.42,126.16,5,40
6,0.97,92191,131,10,0.97,1300,3,76957,7094,6872,127.74,131.06,10,22
2,0.62,20804,134,10,0.20,1300,16,9290,7872,1507,129.69,132.87,10,393
1,0.31,4315,159,9,0.96,4100,2,13919,1271,4998,157.19,158.68,7,20
7,0.03,79265,161,8,0.36,5300,3,13499,3055,1333,158.86,160.32,13,41
13,0.39,31578,126,2,0.92,1300,4,82384,1834,2834,126.49,126.02,15,2
6,0.92,52929,125,8,0.63,1300,17,81149,7606,1795,125.58,124.78,7,394
12,6.20150566101074e-03,8626,157,8,0.70,5300,1,11563,3635,1645,156.42,157.18,11,83
100,0.43,69025,154,3,0.84,7900,10,79754,1114,4243,156.50,155.09,40,32
8,0.02,97316,130,9,0.85,1500,16,83554,5900,696,129.03,130.18,14,393
9,0.82,96811,121,8,0.11,1300,3,14024,474,2082,122.82,121.48,12,93
4,0.16,50068,159,6,0.10,3700,7,76136,1384,212,159.48,159.25,13,2
13,0.56,61120,144,7,0.69,3700,4,13332,1826,322,148.00,144.80,9,4
2,0.01,101067,133,8,0.23,1100,4,86013,6328,1678,130.49,132.61,7,54
5,0.93,36380,121,9,0.02,3100,4,78223,4164,7740,121.29,120.82,12,47
9,0.81,78445,150,9,0.79,3500,2,82432,194,3693,149.50,149.59,16,84
9,0.95,28288,130,6,0.91,2200,16,79582,6031,3688,126.69,129.40,7,1083
5,0.12,67551,147,6,0.67,5300,4,11723,3274,2245,151.76,147.58,12,2
3,0.04,81546,156,8,0.37,5500,7,13499,3076,1348,153.23,155.15,8,87
6,0.35,34482,128,8,0.95,1100,16,7399,6088,687,127.12,127.87,9,393
6,0.94,26441,125,10,0.25,2400,10,81224,66,341,124.43,125.05,13,85
25,0.60,68812,129,7,0.48,1800,4,75506,7729,5720,127.81,128.72,4,5
7,0.50,98380,134,8,0.36,2500,7,84825,187,2873,130.60,132.76,8,8
18,0.57,68437,126,8,0.37,1300,16,2496,7730,2780,128.67,126.52,11,1079
3,0.69,92649,130,9,0.26,3100,4,77826,4126,3477,130.09,130.02,7,47
5,0.30,25938,151,9,0.55,4400,1,82320,464,527,149.20,150.68,12,57
6,0.75,21667,128,8,0.97,1300,16,13699,3271,134,128.70,127.95,10,393
8,0.97,55970,128,10,3.857587e-03,1900,16,13700,4810,2992,127.00,127.74,8,513
6,0.34,24314,120,8,0.48,1300,4,13699,6251,5317,119.88,119.28,12,49
2,0.14,6117,126,9,0.10,2600,4,83554,8323,2132,126.35,126.17,6,7
6,0.18,24084,133,8,0.47,1300,7,82642,1381,4916,131.22,132.90,9,49
17,0.18,46146,124,9,5.834736e-03,1800,16,79884,4717,712,126.89,124.85,10,1079
1,0.47,79361,123,9,0.74,1500,4,3793,7415,10864,126.00,123.60,11,52
3,0.65,104177,126,8,0.89,1800,16,80455,2615,4273,126.00,126.00,8,1079
13,0.18,44932,140,8,0.47,3500,7,78932,241,541,147.86,141.85,11,44
10,0.83,52116,145,7,0.66,4300,4,78365,456,456,143.50,144.70,11,73
3,0.82,104692,126,8,0.98,2600,4,2496,5778,1991,126.38,126.55,8,52
8,0.94,93112,133,9,0.98,1300,7,79371,627,1340,131.26,132.80,9,8
6,0.50,22096,134,8,0.97,2000,7,113,355,1851,128.65,132.91,8,54
49,0.49,88075,133,8,0.56,4500,3,741,181,1491,141.22,134.82,14,25
10,0.23,25007,116,9,0.67,1300,16,85723,377,9118,117.02,116.58,11,513
16,0.82,41521,129,4,0.94,1300,10,13346,3549,17,128.04,128.72,17,15
5,0.81,26903,124,9,0.56,1300,10,13317,5999,1985,125.43,124.26,12,5
5,0.96,100016,121,7,0.12,1100,7,78223,4477,8245,121.00,120.90,9,80
3,0.84,56775,166,7,0.87,3500,13,9482,7819,5630,162.05,165.19,8,90
4,0.17,54422,158,8,0.34,3500,4,78446,239,186,155.39,157.73,15,10
94,0.53,101728,122,10,0.46,2200,3,84747,314,91,122.85,121.73,8,47
3,0.81,104843,126,4,0.45,1500,4,79202,6953,4543,126.69,126.01,12,107
12,0.55,87097,133,9,0.59,1500,7,13317,8206,2630,131.00,132.60,15,36
1,0.58,75774,157,8,0.17,3900,4,79754,3442,2178,158.79,157.69,5,4
10,0.91,32115,155,10,0.39,2400,4,78223,28,3801,142.42,153.42,14,85
4,0.08,89980,139,9,0.20,1100,3,79115,3920,3493,134.98,138.55,8,31
14,0.73,11731,152,7,0.62,4400,7,83190,1671,263,150.71,151.61,9,101
2,0.27,88462,166,8,0.79,4400,3,9482,8191,1393,162.04,165.26,9,57
6,0.36,100685,133,8,0.01,1300,16,3793,7728,11400,128.07,132.10,9,1079
17,0.38,50597,164,9,0.82,4200,4,80136,1727,118,158.00,162.78,15,24
10,0.16,15242,124,10,0.52,3800,4,627,1016,1450,121.69,123.38,13,5
7,0.23,84842,119,10,0.14,1500,16,87349,368,1912,115.92,118.04,13,394
7,0.01,21144,128,7,0.54,1300,4,83241,1052,733,126.47,127.86,10,47
3,0.10,91012,131,9,0.86,1300,17,84416,5310,2064,129.16,130.53,12,1079
2,0.23,10218,157,9,0.55,1800,4,393,12,368,145.99,155.21,11,85
3,0.57,19250,163,8,0.78,3900,3,9482,7391,5263,160.69,162.70,7,4
1,0.57,104431,126,6,0.40,1300,16,1078,5267,3214,127.88,126.41,8,393
4,0.94,62997,166,8,0.32,4600,10,80136,5424,186,164.13,165.50,6,90
2,0.42,23046,135,10,0.18,1200,7,78252,4257,1529,130.81,134.13,8,7
4,0.19,99244,126,6,0.81,2200,4,13641,8365,8945,123.24,125.53,16,21
4,0.39,85779,133,9,0.77,1900,16,13026,5264,1631,130.13,132.61,13,513
12,0.66,74635,114,8,0.82,1800,4,82642,606,5241,115.50,114.29,8,37
28,0.96,9467,132,9,0.51,2200,4,14213,5172,399,132.43,132.17,14,93
2,0.68,9559,124,10,0.80,1900,16,78252,363,2353,125.91,124.63,10,513
8,0.79,33485,152,7,0.71,4600,4,82823,3054,762,150.25,151.69,9,84
8,0.13,44464,145,7,0.45,5000,7,11415,191,1979,147.77,145.18,10,27
1,0.84,40309,123,9,0.53,1300,16,13317,2950,3328,124.27,123.22,7,394
48,0.44,39043,121,9,0.31,1500,7,11184,740,1112,126.08,122.22,13,30
1,0.62,2247,124,9,0.96,2200,4,12780,7073,2570,125.00,124.18,13,47
11,0.57,33048,127,7,0.04,1800,17,3659,2067,3612,128.95,127.39,12,1079
1,0.94,38997,128,7,0.37,2600,7,14522,7421,1513,131.20,128.79,5,30
18,0.07,18087,121,8,0.42,1300,4,77825,8518,8952,121.08,120.45,8,93
7,0.13,22286,135,7,0.15,1800,16,14234,3879,595,131.31,134.78,11,1079
2,0.08,30926,118,6,0.17,1400,4,13317,7063,10283,119.41,118.49,28,2
1,0.57,46218,154,7,0.18,3600,10,12290,7336,5625,155.38,154.23,12,36
11,0.03,43998,166,8,0.25,4500,13,10078,2979,169,157.59,164.09,7,25
1,0.01,79449,158,10,0.49,4600,2,86034,92,180,150.53,155.99,5,19
3,0.38,2871,126,7,0.71,2200,16,78224,5491,5797,126.21,126.00,10,1083
40,0.08,16421,129,9,0.79,2200,4,85793,1302,1534,127.00,128.28,13,93
11,0.52,65849,147,8,0.45,3500,4,80891,238,1303,147.44,147.08,12,34
20,0.74,39450,125,8,0.98,1800,10,8141,5554,505,126.05,125.20,7,40
1,0.85,12982,126,9,0.81,3100,4,76831,4056,2134,125.23,126.03,5,16
7,0.89,703,165,9,0.76,3700,3,75930,411,1492,157.63,163.27,15,57
2,0.61,97290,110,8,0.21,1500,7,86072,49,596,112.19,110.37,9,30
64,0.16,10931,126,9,0.62,2600,4,12421,3774,549,127.50,126.30,11,93
3,0.81,20366,136,9,0.57,2600,7,77825,183,9014,130.88,135.20,5,5
3,0.66,42358,166,7,0.63,5400,10,14002,4844,3868,159.87,164.30,9,4
4,0.64,45991,152,7,0.79,3500,3,84598,423,54,152.90,152.62,10,16
17,0.28,56040,159,8,0.14,4400,10,76008,205,563,155.69,157.87,14,3
1,0.98,73670,157,6,0.62,5400,3,14447,5097,3864,158.00,156.64,6,41
5,0.73,62587,122,10,0.43,1500,17,2572,6613,8305,124.75,122.43,9,393
8,0.88,30379,129,8,0.45,2000,4,3793,7054,10270,125.37,127.76,15,21
9,0.41,67759,152,7,0.01,5300,2,81447,1112,712,153.31,152.22,8,31
1,0.31,30160,124,8,0.01,1500,4,2572,6400,7941,124.63,124.01,5,30
15,0.87,80149,119,8,0.33,1100,4,84747,216,1325,116.75,118.35,12,80
10,0.39,87611,165,7,0.22,4400,4,9482,3798,5890,158.88,163.80,8,32
11,0.43,67881,123,8,0.91,1500,4,76957,219,6483,122.97,123.23,20,15
8,0.94,66183,129,6,0.26,1500,16,76831,4661,2428,128.49,128.91,13,393
1,0.17,103655,129,9,0.75,1800,4,3659,6353,4270,127.00,128.66,5,93
1,0.15,46900,123,10,0.56,1300,16,13026,4932,6272,123.89,123.08,10,1079
22,0.40,34690,127,3,0.31,1300,7,3659,5915,2861,129.46,127.67,12,2
1,0.51,76136,153,8,0.61,5300,3,6075,3625,1462,154.91,153.73,13,25
1,0.29,81671,122,10,0.45,2700,4,78252,4549,3202,123.00,121.80,7,37
50,0.51,79186,147,8,0.19,5000,2,11933,3634,45,147.00,146.97,11,20
8,0.37,23974,134,9,0.19,1100,4,13317,143,2193,129.66,133.57,8,104
3,0.66,64554,129,9,0.21,2600,16,2572,6626,8317,129.00,129.00,9,393
5,0.90,81284,154,8,0.40,5100,4,84113,2501,2310,154.47,154.01,14,101
2,0.78,48510,161,7,0.49,5400,4,79754,184,5113,157.79,160.31,10,73
9,0.49,96211,133,8,0.73,2200,7,83445,5166,3838,129.99,132.27,11,36
10,0.77,25635,148,10,0.84,2900,10,80198,148,1317,134.68,145.53,11,22
15,0.39,82047,127,7,0.45,1600,10,113,1779,1251,126.88,126.90,12,23
8,0.12,33366,155,7,0.26,4500,3,12290,7157,5470,160.12,156.10,7,26
6,0.31,54668,164,2,0.72,5300,10,13499,2826,1119,160.27,163.24,10,23
28,0.02,46870,123,10,0.52,1800,16,84416,74,1048,123.06,123.17,14,1079
2,0.79,82419,157,8,0.62,3500,3,82134,703,563,156.60,157.23,16,84
1,0.72,60503,125,10,0.71,1800,16,14629,2893,5173,125.23,125.19,4,393
5,0.35,54254,134,10,0.14,3500,17,82642,1551,5144,133.00,134.10,9,393
2,0.62,33341,129,8,0.45,1500,4,627,7690,6111,128.50,129.00,13,47
3,0.02,77048,125,9,0.99,2600,4,76878,598,1828,123.76,124.55,13,5
13,0.15,49560,117,10,0.60,1300,16,3572,3669,304,121.79,117.81,12,393
8,0.97,7338,154,8,0.16,4500,2,82823,1252,32,149.31,152.82,9,25
8,0.35,94709,129,9,0.81,1800,3,82122,5046,243,128.22,128.96,6,22
12,0.32,24626,121,10,0.70,2900,10,2572,2831,611,122.45,120.90,12,3
1,9.84561443328857e-03,101748,132,8,0.95,1300,3,81149,3015,4246,128.41,131.36,5,47
13,0.40,43463,125,10,0.77,1300,16,82379,1136,1832,125.51,125.17,11,1079
1,0.32,81512,159,9,0.79,4400,7,80131,8121,2311,158.11,158.89,7,87
11,0.94,31784,130,9,0.49,3800,4,75506,4107,1688,127.15,129.85,10,5
3,0.83,94095,154,9,0.36,3500,4,13970,5316,4107,154.50,154.25,12,101
13,0.09,26010,126,10,0.23,1300,7,2572,7557,2204,126.51,126.28,13,7
1,0.96,47235,131,9,0.80,1300,16,83554,1353,427,129.88,130.80,4,393
19,0.12,64833,155,9,0.55,4800,4,8200,2843,2007,153.10,154.72,16,37
1,0.23,101323,124,7,0.56,1100,3,14629,1848,1237,126.00,124.33,7,16
2,0.30,14808,123,10,0.50,1500,3,76957,8466,2125,120.85,122.51,9,104
2,0.32,33456,152,8,0.81,5000,3,83698,3395,5354,153.32,152.54,12,84
12,0.28,103063,122,10,0.70,1100,4,83570,872,6998,123.42,122.37,17,40
4,0.27,50761,148,6,0.77,5900,7,82330,300,326,150.21,147.87,9,20
3,0.91,50469,160,7,0.22,4600,13,78238,246,64,160.29,160.51,6,8
1,0.58,41916,129,9,0.06,1500,16,80421,7258,227,125.75,128.23,9,394
3,0.47,34027,132,9,0.86,1800,7,78920,405,1287,134.48,132.73,13,40
5,0.10,72461,150,7,0.12,4400,4,10590,5300,3834,148.30,149.66,10,67
2,0.52,58616,126,10,0.17,1100,16,85131,2886,3811,122.73,125.48,10,513
1,0.78,8968,126,2,0.55,2600,4,7605,4433,3414,126.06,126.00,9,2
7,0.07,2301,159,9,0.64,3600,3,78120,23,1110,153.97,158.05,11,25
3,0.86,26338,131,9,0.82,1500,7,83366,1771,1144,130.43,131.07,10,47
2,0.72,62267,151,8,0.70,4200,13,85957,328,138,152.25,151.84,14,14
4,0.90,47759,136,10,0.16,2200,16,13700,4734,4093,131.37,135.22,9,393
23,0.77,91442,149,8,0.97,5300,3,83755,2417,2197,154.76,150.22,11,35
7,0.85,17622,144,7,0.70,1500,4,14213,456,1633,137.88,142.81,20,2
78,0.76,10284,126,10,0.48,1300,16,11039,3252,1098,126.64,125.95,15,1083
